# BUSCO version is: 5.8.3 
# The lineage dataset is: brassicales_odb10 (Creation date: 2024-01-08, number of genomes: 10, number of BUSCOs: 4596)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
1at3699	Complete	BjuA05g36780H.t1	8625.7	4110	https://v10-1.orthodb.org/?query=1at3699	Zinc finger, ZZ-type
2at3699	Duplicated	BjuA03g38740H.t1	8831.1	4198	https://v10-1.orthodb.org/?query=2at3699	Zinc finger, RING/FYVE/PHD-type
2at3699	Duplicated	BjuB02g67330H.t1	8800.1	4198	https://v10-1.orthodb.org/?query=2at3699	Zinc finger, RING/FYVE/PHD-type
14at3699	Duplicated	BjuA06g28210H.t1	5149.9	2870	https://v10-1.orthodb.org/?query=14at3699	Vacuolar protein sorting-associated protein 13, N-terminal domain
14at3699	Duplicated	BjuB02g68500H.t1	5342.3	2868	https://v10-1.orthodb.org/?query=14at3699	Vacuolar protein sorting-associated protein 13, N-terminal domain
15at3699	Complete	BjuB06g22000H.t1	4924.7	2544	https://v10-1.orthodb.org/?query=15at3699	Phosphatidylinositol 3-/4-kinase, catalytic domain
18at3699	Duplicated	BjuA01g00310H.t1	5014.1	2556	https://v10-1.orthodb.org/?query=18at3699	Spatacsin, C-terminal domain
18at3699	Duplicated	BjuB05g00460H.t1	4946.7	2547	https://v10-1.orthodb.org/?query=18at3699	Spatacsin, C-terminal domain
19at3699	Duplicated	BjuA01g20570H.t1	5104.3	2657	https://v10-1.orthodb.org/?query=19at3699	Vacuolar protein sorting-associated protein 13, C-terminal
19at3699	Duplicated	BjuB05g40770H.t1	5061.7	2651	https://v10-1.orthodb.org/?query=19at3699	Vacuolar protein sorting-associated protein 13, C-terminal
20at3699	Duplicated	BjuA01g25660H.t1	4769.0	2269	https://v10-1.orthodb.org/?query=20at3699	BEACH domain
20at3699	Duplicated	BjuB07g15650H.t1	4753.2	2269	https://v10-1.orthodb.org/?query=20at3699	BEACH domain
30at3699	Duplicated	BjuA07g14730H.t1	4771.6	2228	https://v10-1.orthodb.org/?query=30at3699	DnaJ domain
30at3699	Duplicated	BjuB06g15280H.t1	4758.2	2225	https://v10-1.orthodb.org/?query=30at3699	DnaJ domain
31at3699	Complete	BjuA03g22190H.t1	4375.8	2164	https://v10-1.orthodb.org/?query=31at3699	Zinc finger FYVE domain protein
33at3699	Duplicated	BjuA02g24130H.t1	4654.9	2306	https://v10-1.orthodb.org/?query=33at3699	Protein ILITYHIA
33at3699	Duplicated	BjuB05g47310H.t1	4654.5	2306	https://v10-1.orthodb.org/?query=33at3699	Protein ILITYHIA
33at3699	Duplicated	BjuB05g47270H.t1	4652.7	2306	https://v10-1.orthodb.org/?query=33at3699	Protein ILITYHIA
33at3699	Duplicated	BjuB05g47290H.t1	4652.7	2306	https://v10-1.orthodb.org/?query=33at3699	Protein ILITYHIA
34at3699	Duplicated	BjuA05g24510H.t1	4012.8	2342	https://v10-1.orthodb.org/?query=34at3699	Kinesin motor domain
34at3699	Duplicated	BjuB01g36740H.t1	3939.5	2341	https://v10-1.orthodb.org/?query=34at3699	Kinesin motor domain
37at3699	Complete	BjuB01g16480H.t1	4443.3	2264	https://v10-1.orthodb.org/?query=37at3699	FMP27,  C-terminal
38at3699	Duplicated	BjuA05g01160H.t1	4256.9	2188	https://v10-1.orthodb.org/?query=38at3699	WD40 repeat
38at3699	Duplicated	BjuB06g01230H.t1	4194.5	2188	https://v10-1.orthodb.org/?query=38at3699	WD40 repeat
42at3699	Duplicated	BjuA03g12050H.t1	4403.3	1964	https://v10-1.orthodb.org/?query=42at3699	Glutamate synthase, alpha subunit, C-terminal
42at3699	Duplicated	BjuB08g13950H.t1	4399.4	1959	https://v10-1.orthodb.org/?query=42at3699	Glutamate synthase, alpha subunit, C-terminal
43at3699	Complete	BjuA06g27770H.t1	4032.9	2061	https://v10-1.orthodb.org/?query=43at3699	Sec39 domain
45at3699	Complete	BjuB04g02420H.t1	3908.1	1817	https://v10-1.orthodb.org/?query=45at3699	DExH-box ATP-dependent RNA helicase DExH14
49at3699	Duplicated	BjuB01g13530H.t1	3610.0	1759	https://v10-1.orthodb.org/?query=49at3699	Embryo defective 2410
49at3699	Duplicated	BjuA04g15970H.t1	3602.0	1747	https://v10-1.orthodb.org/?query=49at3699	Embryo defective 2410
50at3699	Duplicated	BjuA06g32540H.t1	3501.6	1793	https://v10-1.orthodb.org/?query=50at3699	Thyroid adenoma-associated-like protein
50at3699	Duplicated	BjuB02g59490H.t1	3466.1	1793	https://v10-1.orthodb.org/?query=50at3699	Thyroid adenoma-associated-like protein
51at3699	Duplicated	BjuA09g60620H.t1	3715.8	1901	https://v10-1.orthodb.org/?query=51at3699	DNA2/NAM7 helicase, AAA domain
51at3699	Duplicated	BjuB03g27670H.t1	3401.2	1793	https://v10-1.orthodb.org/?query=51at3699	DNA2/NAM7 helicase, AAA domain
53at3699	Duplicated	BjuA07g28090H.t1	3616.7	1804	https://v10-1.orthodb.org/?query=53at3699	Protein SWEETIE
53at3699	Duplicated	BjuB03g42630H.t1	3152.5	1497	https://v10-1.orthodb.org/?query=53at3699	Protein SWEETIE
58at3699	Duplicated	BjuB01g41110H.t1	3933.5	1788	https://v10-1.orthodb.org/?query=58at3699	1,3-beta-glucan synthase subunit FKS1-like, domain-1
58at3699	Duplicated	BjuA05g28230H.t1	3812.0	1788	https://v10-1.orthodb.org/?query=58at3699	1,3-beta-glucan synthase subunit FKS1-like, domain-1
60at3699	Duplicated	BjuA09g10400H.t1	3817.4	1747	https://v10-1.orthodb.org/?query=60at3699	Callose synthase 5
60at3699	Duplicated	BjuB06g31730H.t1	3817.3	1747	https://v10-1.orthodb.org/?query=60at3699	Callose synthase 5
62at3699	Duplicated	BjuA01g12270H.t1	3280.7	1823	https://v10-1.orthodb.org/?query=62at3699	Separase
62at3699	Duplicated	BjuA03g44670H.t1	3171.5	1823	https://v10-1.orthodb.org/?query=62at3699	Separase
62at3699	Duplicated	BjuB05g12510H.t1	3133.2	1823	https://v10-1.orthodb.org/?query=62at3699	Separase
62at3699	Duplicated	BjuB02g71180H.t1	3107.2	1820	https://v10-1.orthodb.org/?query=62at3699	Separase
71at3699	Duplicated	BjuA05g07730H.t1	3851.3	1767	https://v10-1.orthodb.org/?query=71at3699	1,3-beta-glucan synthase subunit FKS1-like, domain-1
71at3699	Duplicated	BjuB06g07760H.t1	3697.3	1730	https://v10-1.orthodb.org/?query=71at3699	1,3-beta-glucan synthase subunit FKS1-like, domain-1
74at3699	Duplicated	BjuA05g26060H.t1	2936.4	1665	https://v10-1.orthodb.org/?query=74at3699	Kinesin motor domain
74at3699	Duplicated	BjuB01g38610H.t1	2793.7	1514	https://v10-1.orthodb.org/?query=74at3699	Kinesin motor domain
75at3699	Duplicated	BjuA09g47700H.t1	3561.5	1715	https://v10-1.orthodb.org/?query=75at3699	SNF2-related, N-terminal domain
75at3699	Duplicated	BjuB08g58180H.t1	3458.9	1715	https://v10-1.orthodb.org/?query=75at3699	SNF2-related, N-terminal domain
78at3699	Duplicated	BjuA03g18940H.t1	3345.3	1612	https://v10-1.orthodb.org/?query=78at3699	ABC transporter A
78at3699	Duplicated	BjuB08g23790H.t1	3233.8	1612	https://v10-1.orthodb.org/?query=78at3699	ABC transporter A
79at3699	Duplicated	BjuA01g40230H.t1	3279.8	1778	https://v10-1.orthodb.org/?query=79at3699	Zinc finger, PHD-type
79at3699	Duplicated	BjuA05g37310H.t1	3082.3	1773	https://v10-1.orthodb.org/?query=79at3699	Zinc finger, PHD-type
79at3699	Duplicated	BjuB07g00140H.t1	3231.3	1756	https://v10-1.orthodb.org/?query=79at3699	Zinc finger, PHD-type
81at3699	Duplicated	BjuA10g00900H.t1	3362.6	1579	https://v10-1.orthodb.org/?query=81at3699	Dicer dimerisation domain
81at3699	Duplicated	BjuB03g36870H.t1	3336.5	1579	https://v10-1.orthodb.org/?query=81at3699	Dicer dimerisation domain
83at3699	Duplicated	BjuA07g16740H.t1	3281.4	1672	https://v10-1.orthodb.org/?query=83at3699	Bacterial Ig-like, group 2
83at3699	Duplicated	BjuB06g51880H.t1	3151.8	1672	https://v10-1.orthodb.org/?query=83at3699	Bacterial Ig-like, group 2
84at3699	Duplicated	BjuA07g14600H.t1	3365.5	1651	https://v10-1.orthodb.org/?query=84at3699	Nucleoporin Nup186/Nup192/Nup205
84at3699	Duplicated	BjuB06g15130H.t1	3341.9	1651	https://v10-1.orthodb.org/?query=84at3699	Nucleoporin Nup186/Nup192/Nup205
90at3699	Duplicated	BjuA05g29710H.t1	3262.4	1678	https://v10-1.orthodb.org/?query=90at3699	SNF2-related, N-terminal domain
90at3699	Duplicated	BjuB01g42910H.t1	3217.4	1660	https://v10-1.orthodb.org/?query=90at3699	SNF2-related, N-terminal domain
91at3699	Duplicated	BjuB02g80790H.t1	3149.7	1721	https://v10-1.orthodb.org/?query=91at3699	Nucleoporin (DUF3414)
91at3699	Duplicated	BjuA06g40510H.t1	3143.6	1721	https://v10-1.orthodb.org/?query=91at3699	Nucleoporin (DUF3414)
94at3699	Duplicated	BjuB08g54120H.t1	2585.9	1699	https://v10-1.orthodb.org/?query=94at3699	uncharacterized protein LOC103840946
94at3699	Duplicated	BjuA09g44100H.t1	2583.6	1699	https://v10-1.orthodb.org/?query=94at3699	uncharacterized protein LOC103840946
96at3699	Duplicated	BjuA01g04490H.t1	2987.2	1542	https://v10-1.orthodb.org/?query=96at3699	Tetratricopeptide repeat (TPR)-like superfamily protein
96at3699	Duplicated	BjuB05g04750H.t1	2995.7	1541	https://v10-1.orthodb.org/?query=96at3699	Tetratricopeptide repeat (TPR)-like superfamily protein
97at3699	Complete	BjuA07g26980H.t1	2909.1	1505	https://v10-1.orthodb.org/?query=97at3699	DNA-directed DNA polymerase, family B, exonuclease domain
98at3699	Duplicated	BjuA03g18220H.t1	3026.1	1511	https://v10-1.orthodb.org/?query=98at3699	RNA polymerase Rpb1, domain 3
98at3699	Duplicated	BjuB08g22720H.t1	3020.0	1510	https://v10-1.orthodb.org/?query=98at3699	RNA polymerase Rpb1, domain 3
102at3699	Missing
103at3699	Duplicated	BjuB07g31690H.t1	3308.6	1602	https://v10-1.orthodb.org/?query=103at3699	Proteasome activator Blm10, mid region
103at3699	Duplicated	BjuA03g31440H.t1	3307.0	1602	https://v10-1.orthodb.org/?query=103at3699	Proteasome activator Blm10, mid region
107at3699	Duplicated	BjuA04g01120H.t1	3195.2	1535	https://v10-1.orthodb.org/?query=107at3699	Sec7, C-terminal
107at3699	Duplicated	BjuB06g54310H.t1	3166.3	1535	https://v10-1.orthodb.org/?query=107at3699	Sec7, C-terminal
112at3699	Duplicated	BjuA01g08170H.t1	2900.9	1505	https://v10-1.orthodb.org/?query=112at3699	tRNA/rRNA methyltransferase, SpoU type
112at3699	Duplicated	BjuB05g16800H.t1	2864.1	1505	https://v10-1.orthodb.org/?query=112at3699	tRNA/rRNA methyltransferase, SpoU type
