# BUSCO version is: 5.8.3 
# The lineage dataset is: brassicales_odb10 (Creation date: 2024-01-08, number of genomes: 10, number of BUSCOs: 4596)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
1at3699	Complete	BroT10.C05g55390.1	9017.3	4307	https://v10-1.orthodb.org/?query=1at3699	Zinc finger, ZZ-type
2at3699	Complete	BroT10.C07g38210.1	8795.5	4198	https://v10-1.orthodb.org/?query=2at3699	Zinc finger, RING/FYVE/PHD-type
14at3699	Complete	BroT10.C07g36930.1	5321.1	2870	https://v10-1.orthodb.org/?query=14at3699	Vacuolar protein sorting-associated protein 13, N-terminal domain
15at3699	Complete	BroT10.C03g59070.1	5096.7	2572	https://v10-1.orthodb.org/?query=15at3699	Phosphatidylinositol 3-/4-kinase, catalytic domain
18at3699	Complete	BroT10.C01g00550.1	4995.2	2557	https://v10-1.orthodb.org/?query=18at3699	Spatacsin, C-terminal domain
19at3699	Complete	BroT10.C01g27490.1	5081.9	2646	https://v10-1.orthodb.org/?query=19at3699	Vacuolar protein sorting-associated protein 13, C-terminal
20at3699	Complete	BroT10.C01g32080.1	4752.3	2269	https://v10-1.orthodb.org/?query=20at3699	BEACH domain
30at3699	Complete	BroT10.C04g20860.1	4726.8	2227	https://v10-1.orthodb.org/?query=30at3699	DnaJ domain
31at3699	Complete	BroT10.C03g29380.1	4417.9	2165	https://v10-1.orthodb.org/?query=31at3699	Zinc finger FYVE domain protein
33at3699	Complete	BroT10.C02g32730.1	4646.9	2306	https://v10-1.orthodb.org/?query=33at3699	Protein ILITYHIA
34at3699	Complete	BroT10.C05g39910.1	3982.8	2341	https://v10-1.orthodb.org/?query=34at3699	Kinesin motor domain
37at3699	Complete	BroT10.C04g43250.1	4459.0	2264	https://v10-1.orthodb.org/?query=37at3699	FMP27,  C-terminal
38at3699	Complete	BroT10.C04g01510.1	4217.4	2188	https://v10-1.orthodb.org/?query=38at3699	WD40 repeat
42at3699	Complete	BroT10.C03g16190.1	4404.0	1964	https://v10-1.orthodb.org/?query=42at3699	Glutamate synthase, alpha subunit, C-terminal
43at3699	Complete	BroT10.C07g37300.1	4029.7	2061	https://v10-1.orthodb.org/?query=43at3699	Sec39 domain
45at3699	Complete	BroT10.C02g52620.1	4016.6	1815	https://v10-1.orthodb.org/?query=45at3699	DExH-box ATP-dependent RNA helicase DExH14
49at3699	Complete	BroT10.C04g46230.1	3594.8	1741	https://v10-1.orthodb.org/?query=49at3699	Embryo defective 2410
50at3699	Complete	BroT10.C07g31950.1	3487.4	1793	https://v10-1.orthodb.org/?query=50at3699	Thyroid adenoma-associated-like protein
51at3699	Complete	BroT10.C08g44670.1	3707.8	1901	https://v10-1.orthodb.org/?query=51at3699	DNA2/NAM7 helicase, AAA domain
53at3699	Complete	BroT10.C06g33150.1	3609.2	1804	https://v10-1.orthodb.org/?query=53at3699	Protein SWEETIE
58at3699	Missing
60at3699	Missing
