# BUSCO version is: 5.8.3 
# The lineage dataset is: brassicales_odb10 (Creation date: 2024-01-08, number of genomes: 10, number of BUSCOs: 4596)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
1at3699	Complete	gene-BRAPAZ1V2_A05P50840.2	9023.9	4307	https://v10-1.orthodb.org/?query=1at3699	Zinc finger, ZZ-type
2at3699	Complete	gene-BRAPAZ1V2_A03P46920.2	8828.2	4198	https://v10-1.orthodb.org/?query=2at3699	Zinc finger, RING/FYVE/PHD-type
14at3699	Complete	gene-BRAPAZ1V2_A06P43000.2	5276.2	2870	https://v10-1.orthodb.org/?query=14at3699	Vacuolar protein sorting-associated protein 13, N-terminal domain
15at3699	Complete	gene-BRAPAZ1V2_A06P34170.2	4367.1	2287	https://v10-1.orthodb.org/?query=15at3699	Phosphatidylinositol 3-/4-kinase, catalytic domain
18at3699	Complete	gene-BRAPAZ1V2_A01P00530.2	5014.5	2556	https://v10-1.orthodb.org/?query=18at3699	Spatacsin, C-terminal domain
19at3699	Complete	gene-BRAPAZ1V2_A01P24800.2	5096.3	2657	https://v10-1.orthodb.org/?query=19at3699	Vacuolar protein sorting-associated protein 13, C-terminal
20at3699	Complete	gene-BRAPAZ1V2_A01P30790.2	4769.3	2269	https://v10-1.orthodb.org/?query=20at3699	BEACH domain
30at3699	Complete	gene-BRAPAZ1V2_A07P19760.2	4773.7	2228	https://v10-1.orthodb.org/?query=30at3699	DnaJ domain
31at3699	Complete	gene-BRAPAZ1V2_A03P27080.2	4429.0	2165	https://v10-1.orthodb.org/?query=31at3699	Zinc finger FYVE domain protein
33at3699	Complete	gene-BRAPAZ1V2_A02P29680.2	4628.2	2306	https://v10-1.orthodb.org/?query=33at3699	Protein ILITYHIA
34at3699	Complete	gene-BRAPAZ1V2_A05P36500.2	3884.8	2314	https://v10-1.orthodb.org/?query=34at3699	Kinesin motor domain
37at3699	Complete	gene-BRAPAZ1V2_A04P18410.2	4390.6	2264	https://v10-1.orthodb.org/?query=37at3699	FMP27,  C-terminal
38at3699	Complete	gene-BRAPAZ1V2_A05P01300.2	4252.0	2188	https://v10-1.orthodb.org/?query=38at3699	WD40 repeat
42at3699	Complete	gene-BRAPAZ1V2_A03P15030.2	4403.5	1964	https://v10-1.orthodb.org/?query=42at3699	Glutamate synthase, alpha subunit, C-terminal
43at3699	Complete	gene-BRAPAZ1V2_A06P42530.2	4041.1	2061	https://v10-1.orthodb.org/?query=43at3699	Sec39 domain
45at3699	Complete	gene-BRAPAZ1V2_A02P49620.2	3929.4	1817	https://v10-1.orthodb.org/?query=45at3699	DExH-box ATP-dependent RNA helicase DExH14
49at3699	Complete	gene-BRAPAZ1V2_A04P21200.2	3599.3	1747	https://v10-1.orthodb.org/?query=49at3699	Embryo defective 2410
50at3699	Complete	gene-BRAPAZ1V2_A06P47970.2	3501.6	1793	https://v10-1.orthodb.org/?query=50at3699	Thyroid adenoma-associated-like protein
51at3699	Complete	gene-BRAPAZ1V2_A09P73380.2	3556.2	1860	https://v10-1.orthodb.org/?query=51at3699	DNA2/NAM7 helicase, AAA domain
53at3699	Complete	gene-BRAPAZ1V2_A07P36190.2	3606.2	1804	https://v10-1.orthodb.org/?query=53at3699	Protein SWEETIE
58at3699	Complete	gene-BRAPAZ1V2_A05P40880.2	3766.8	1762	https://v10-1.orthodb.org/?query=58at3699	1,3-beta-glucan synthase subunit FKS1-like, domain-1
60at3699	Complete	gene-BRAPAZ1V2_A09P10900.2	3813.4	1747	https://v10-1.orthodb.org/?query=60at3699	Callose synthase 5
