# BUSCO version is: 5.8.3 
# The lineage dataset is: brassicales_odb10 (Creation date: 2024-01-08, number of genomes: 10, number of BUSCOs: 4596)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
1at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_021079	8448.6	4080	https://v10-1.orthodb.org/?query=1at3699	Zinc finger, ZZ-type
2at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_012496	8828.0	4198	https://v10-1.orthodb.org/?query=2at3699	Zinc finger, RING/FYVE/PHD-type
14at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_024340	5126.3	2870	https://v10-1.orthodb.org/?query=14at3699	Vacuolar protein sorting-associated protein 13, N-terminal domain
15at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_023639	4801.2	2544	https://v10-1.orthodb.org/?query=15at3699	Phosphatidylinositol 3-/4-kinase, catalytic domain
18at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_000040	4923.0	2524	https://v10-1.orthodb.org/?query=18at3699	Spatacsin, C-terminal domain
19at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_002622	3947.0	1878	https://v10-1.orthodb.org/?query=19at3699	Vacuolar protein sorting-associated protein 13, C-terminal
20at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_002279	4736.1	2269	https://v10-1.orthodb.org/?query=20at3699	BEACH domain
30at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_027119	4770.2	2228	https://v10-1.orthodb.org/?query=30at3699	DnaJ domain
31at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_011001	4422.5	2165	https://v10-1.orthodb.org/?query=31at3699	Zinc finger FYVE domain protein
33at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_006815	4639.2	2306	https://v10-1.orthodb.org/?query=33at3699	Protein ILITYHIA
34at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_020116	3963.5	2341	https://v10-1.orthodb.org/?query=34at3699	Kinesin motor domain
37at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_015921	4232.6	2227	https://v10-1.orthodb.org/?query=37at3699	FMP27,  C-terminal
38at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_017360	4265.9	2188	https://v10-1.orthodb.org/?query=38at3699	WD40 repeat
42at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_010002	3895.8	1731	https://v10-1.orthodb.org/?query=42at3699	Glutamate synthase, alpha subunit, C-terminal
43at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_024308	4019.7	2061	https://v10-1.orthodb.org/?query=43at3699	Sec39 domain
45at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_008506	3773.0	1771	https://v10-1.orthodb.org/?query=45at3699	DExH-box ATP-dependent RNA helicase DExH14
49at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_016121	3605.4	1747	https://v10-1.orthodb.org/?query=49at3699	Embryo defective 2410
50at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_024725	3497.2	1793	https://v10-1.orthodb.org/?query=50at3699	Thyroid adenoma-associated-like protein
51at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_038531	3565.1	1871	https://v10-1.orthodb.org/?query=51at3699	DNA2/NAM7 helicase, AAA domain
53at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_028343	3605.4	1802	https://v10-1.orthodb.org/?query=53at3699	Protein SWEETIE
58at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_020444	3768.8	1762	https://v10-1.orthodb.org/?query=58at3699	1,3-beta-glucan synthase subunit FKS1-like, domain-1
60at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_033823	3531.0	1670	https://v10-1.orthodb.org/?query=60at3699	Callose synthase 5
62at3699	Duplicated	rna-gnl_WGS_JADBGQ_mrna.IGI04_001275	3279.1	1823	https://v10-1.orthodb.org/?query=62at3699	Separase
62at3699	Duplicated	rna-gnl_WGS_JADBGQ_mrna.IGI04_013051	3037.7	1784	https://v10-1.orthodb.org/?query=62at3699	Separase
71at3699	Missing
74at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_020259	2812.5	1617	https://v10-1.orthodb.org/?query=74at3699	Kinesin motor domain
75at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_037531	3529.6	1715	https://v10-1.orthodb.org/?query=75at3699	SNF2-related, N-terminal domain
78at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_010728	3242.2	1612	https://v10-1.orthodb.org/?query=78at3699	ABC transporter A
79at3699	Duplicated	rna-gnl_WGS_JADBGQ_mrna.IGI04_021228	3083.1	1781	https://v10-1.orthodb.org/?query=79at3699	Zinc finger, PHD-type
79at3699	Duplicated	rna-gnl_WGS_JADBGQ_mrna.IGI04_004220	3221.8	1778	https://v10-1.orthodb.org/?query=79at3699	Zinc finger, PHD-type
81at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_039214	3328.5	1579	https://v10-1.orthodb.org/?query=81at3699	Dicer dimerisation domain
83at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_027318	3264.9	1672	https://v10-1.orthodb.org/?query=83at3699	Bacterial Ig-like, group 2
84at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_027107	3281.8	1651	https://v10-1.orthodb.org/?query=84at3699	Nucleoporin Nup186/Nup192/Nup205
90at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_020573	3262.4	1678	https://v10-1.orthodb.org/?query=90at3699	SNF2-related, N-terminal domain
91at3699	Missing
94at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_037221	2557.4	1699	https://v10-1.orthodb.org/?query=94at3699	uncharacterized protein LOC103840946
96at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_000502	2953.1	1542	https://v10-1.orthodb.org/?query=96at3699	Tetratricopeptide repeat (TPR)-like superfamily protein
97at3699	Complete	rna-gnl_WGS_JADBGQ_mrna.IGI04_028215	2771.7	1457	https://v10-1.orthodb.org/?query=97at3699	DNA-directed DNA polymerase, family B, exonuclease domain
